date,tvl_usd
2022-04-08,1719475650
2022-04-09,1754600041
2022-04-10,1766605976
2022-04-11,1752297587
2022-04-12,1686851877
2022-04-13,1699689607
2022-04-14,1731894793
2022-04-15,1707020830
2022-04-16,1717587801
2022-04-17,1721573496
2022-04-18,1708633778
2022-04-19,1715765484
2022-04-20,1674132955
2022-04-21,1662961343
